Takes 1.41555285454 seconds to evaluate 500 spectra with 5000 training values.

         7793609 function calls (7741824 primitive calls) in 64.609 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       45    0.000    0.000    0.000    0.000 collections.py:167(get_paths)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2874(__init__)
       96    0.000    0.000    0.000    0.000 pyparsing.py:372(__bool__)
        1    0.000    0.000    0.000    0.000 rrule.py:1284(rruleset)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 dviread.py:567(_pre)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 axis.py:794(_bool)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
       15    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
       55    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:485(ElasticNet)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1099(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:2138(set_offset_position)
       24    0.000    0.000    0.000    0.000 {posix.WIFSIGNALED}
       42    0.000    0.000    0.000    0.000 _base.py:853(get_axes_locator)
        1    0.000    0.000    0.000    0.000 _iotools.py:473(StringConverter)
       18    0.000    0.000    0.000    0.000 pyparsing.py:2345(parseImpl)
        3    0.000    0.000    0.000    0.000 _axes.py:5879(_normalize_input)
       40    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 patches.py:1220(YAArrow)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
       24    0.000    0.000    0.000    0.000 {posix.WEXITSTATUS}
        5    0.000    0.000    0.000    0.000 _base.py:1608(_sci)
      105    0.000    0.000    0.000    0.000 {unichr}
      134    0.000    0.000    0.000    0.000 sre_parse.py:221(isident)
       52    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {restoreOverrideCursor}
      144    0.000    0.000    0.000    0.000 ticker.py:280(__call__)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:294(loads)
        2    0.000    0.000    0.000    0.000 threading.py:132(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:102(_update_doc)
        8    0.000    0.000    0.000    0.000 collections.py:71(__setitem__)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        2    0.000    0.000    0.000    0.000 font_manager.py:987(make_rcparams_key)
       19    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 patches.py:550(Shadow)
        3    0.000    0.000    0.000    0.000 backend_bases.py:2059(_get_output_canvas)
       45    0.000    0.000    0.000    0.000 artist.py:883(get_zorder)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2047(cumsum)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 pickle.py:833(Unpickler)
       51    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:392(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 case.py:131(TestCase)
       19    0.000    0.000    0.000    0.000 compressed.py:90(getnnz)
        3    0.000    0.000    0.000    0.000 contour.py:1274(_process_linewidths)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 base.py:61(spmatrix)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
      220    0.000    0.000    0.000    0.000 pyparsing.py:1036(postParse)
        6    0.000    0.000    0.000    0.000 data.py:23(__init__)
       25    0.000    0.000    0.000    0.000 collections.py:330(set_pickradius)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
       18    0.000    0.000    0.000    0.000 data.py:106(_create_method)
       20    0.000    0.000    0.000    0.000 _base.py:3275(set_navigate)
        1    0.000    0.000    0.000    0.000 pyplot.py:319(gci)
        1    0.000    0.000    0.000    0.000 decoder.py:359(decode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1154(enablePackrat)
        3    0.000    0.000    0.000    0.000 _base.py:2003(set_ymargin)
        1    0.000    0.000    0.000    0.000 patches.py:875(Polygon)
        9    0.000    0.000    0.000    0.000 core.py:2480(_arraymethod)
        1    0.000    0.000    0.000    0.000 patches.py:1795(_simpleprint_styles)
       16    0.000    0.000    0.000    0.000 cm.py:265(set_array)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2310(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1464(CircleCollection)
        6    0.000    0.000    0.000    0.000 core.py:3655(compressed)
        6    0.000    0.000    0.000    0.000 {built-in method size}
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       12    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        6    0.000    0.000    0.000    0.000 function_base.py:48(iterable)
      126    0.000    0.000    0.000    0.000 copy.py:198(_deepcopy_atomic)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        2    0.000    0.000    0.000    0.000 ticker.py:1526(subs)
        4    0.000    0.000    0.000    0.000 {posix.access}
        1    0.000    0.000    0.000    0.000 interpolation.py:31(<module>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:734(parse_template)
       25    0.000    0.000    0.000    0.000 ticker.py:1097(tick_values)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1413(Circle)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 base.py:157(LinearModel)
       35    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        5    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:395(Quiver)
        1    0.000    0.000    0.000    0.000 collections.py:911(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 base.py:56(BaseLibSVM)
        3    0.000    0.000    0.000    0.000 numerictypes.py:728(issubdtype)
        1    0.000    0.000    0.000    0.000 patches.py:1352(Ellipse)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:984(Wedge)
        1    0.000    0.000    0.000    0.000 polynomial.py:1517(Polynomial)
       90    0.000    0.000    0.000    0.000 pyparsing.py:2519(<genexpr>)
        6    0.000    0.000    0.000    0.000 base.py:77(set_shape)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2974(__str__)
       12    0.000    0.000    0.000    0.000 {built-in method height}
        1    0.000    0.000    0.000    0.000 transforms.py:248(BboxBase)
        1    0.000    0.000    0.000    0.000 patches.py:847(PathPatch)
       18    0.000    0.000    0.000    0.000 patches.py:903(get_path)
        9    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
       94    0.000    0.000    0.000    0.000 pyparsing.py:3614(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        4    0.000    0.000    0.000    0.000 function_base.py:1843(trim_zeros)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        3    0.000    0.000    0.000    0.000 patches.py:264(set_aa)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
        3    0.000    0.000    0.000    0.000 rcsetup.py:109(validate_path_exists)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:775(Bbox)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 from_model.py:81(_LearntSelectorMixin)
        3    0.000    0.000    0.000    0.000 rcsetup.py:493(validate_corner_mask)
       33    0.000    0.000    0.000    0.000 collections.py:840(get_paths)
        3    0.000    0.000    0.000    0.000 doccer.py:116(_doc)
        3    0.000    0.000    0.000    0.000 re.py:290(filter)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        1    0.000    0.000    0.000    0.000 patches.py:1324(CirclePolygon)
        9    0.000    0.000    0.000    0.000 collections.py:836(set_paths)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_1sampResult)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        3    0.000    0.000    0.000    0.000 ticker.py:234(get_offset)
        1    0.000    0.000    0.000    0.000 process.py:86(Process)
       24    0.000    0.000    0.000    0.000 {gc.isenabled}
        1    0.000    0.000    0.000    0.000 axis.py:609(Axis)
        1    0.000    0.000    0.000    0.000 patches.py:59(Patch)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:164(<genexpr>)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 regression.py:8(<module>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:19(<module>)
       76    0.000    0.000    0.000    0.000 scale.py:66(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        3    0.000    0.000    0.000    0.000 {built-in method setAttribute}
       45    0.000    0.000    0.000    0.000 decorator.py:59(__iter__)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:6(<module>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:135(__init__)
       24    0.000    0.000    0.000    0.000 {posix.WIFEXITED}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 {scipy.sparse._sparsetools.coo_tocsr}
        4    0.000    0.000    0.000    0.000 ctypeslib.py:160(_num_fromflags)
        3    0.000    0.000    0.000    0.000 {resizeEvent}
        1    0.000    0.000    0.000    0.000 ticker.py:630(_formatSciNotation)
        3    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.000    0.000    0.000    0.000 compressed.py:21(_cs_matrix)
        2    0.000    0.000    0.000    0.000 _abcoll.py:63(__subclasshook__)
        9    0.000    0.000    0.000    0.000 string.py:310(join)
        1    0.000    0.000    0.000    0.000 decimal.py:3764(Context)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bounds.py:1(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:374(__iter__)
       21    0.000    0.000    0.000    0.000 threading.py:64(_note)
        3    0.000    0.000    0.000    0.000 lines.py:700(_is_sorted)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:105(__init__)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2341(__init__)
        6    0.000    0.000    0.000    0.000 base.py:69(__init__)
       12    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _multivariate.py:175(__init__)
        3    0.000    0.000    0.000    0.000 _iotools.py:31(_is_string_like)
        1    0.000    0.000    0.000    0.000 pydoc.py:448(HTMLDoc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:198(RendererBase)
        1    0.000    0.000    0.000    0.000 utf_32_be.py:28(getregentry)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        1    0.000    0.000    0.000    0.000 reionization.py:21(ReionizationParams)
        3    0.000    0.000    0.000    0.000 rcsetup.py:528(validate_hinting)
        1    0.000    0.000    0.000    0.000 patches.py:616(Rectangle)
        1    0.000    0.000    0.000    0.000 pyplot.py:71(_backend_selection)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        4    0.000    0.000    0.000    0.000 pyparsing.py:329(__setitem__)
        1    0.000    0.000    0.000    0.000 base.py:349(LinearRegression)
        4    0.000    0.000    0.000    0.000 rcsetup.py:449(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
       24    0.000    0.000    0.000    0.000 arrayprint.py:34(product)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:485(Image)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:1368(_gci)
       30    0.000    0.000    0.000    0.000 gridspec.py:403(get_gridspec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(And)
        1    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:27(Tick)
        7    0.000    0.000    0.000    0.000 coo.py:184(getnnz)
        9    0.000    0.000    0.000    0.000 {cmp}
       21    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1945(charsAsStr)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2245(get_default_filetype)
       23    0.000    0.000    0.000    0.000 {thread.get_ident}
        2    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method pos}
        2    0.000    0.000    0.000    0.000 {built-in method _deco}
       22    0.000    0.000    0.000    0.000 codecs.py:253(__init__)
        2    0.000    0.000    0.000    0.000 six.py:112(_resolve)
        3    0.000    0.000    0.000    0.000 sputils.py:198(isshape)
       56    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:850(ParserElement)
        6    0.000    0.000    0.000    0.000 six.py:124(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 <string>:1(Variance)
        2    0.000    0.000    0.000    0.000 fixes.py:29(_parse_version)
        1    0.000    0.000    0.000    0.000 backend_bases.py:769(GraphicsContextBase)
        4    0.000    0.000    0.000    0.000 rcsetup.py:228(validate_backend)
        1    0.000    0.000    0.000    0.000 class_weight.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2290(__init__)
       23    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:583(rv_generic)
       27    0.000    0.000    0.000    0.000 scorer.py:37(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:113(get_projection_names)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:292(__call__)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 data.py:446(StandardScaler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:108(norm_gen)
        1    0.000    0.000    0.000    0.000 decoder.py:370(raw_decode)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        2    0.000    0.000    0.000    0.000 compressed.py:115(_set_self)
       24    0.000    0.000    0.000    0.000 transforms.py:2016(frozen)
        3    0.000    0.000    0.000    0.000 lines.py:1286(set_ms)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
       12    0.000    0.000    0.000    0.000 weakref.py:313(_commit_removals)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 recombination.py:19(RecombinationParams)
        7    0.000    0.000    0.000    0.000 gridspec.py:72(set_height_ratios)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 __init__.py:31(get_projection_names)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:288(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        2    0.000    0.000    0.000    0.000 collections.py:125(items)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        1    0.000    0.000    0.000    0.000 __init__.py:666(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:350(beta_gen)
        4    0.000    0.000    0.000    0.000 six.py:128(_resolve)
        3    0.000    0.000    0.000    0.000 legend_handler.py:294(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:867(Barbs)
        1    0.000    0.000    0.000    0.000 fourier.py:31(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3115(__init__)
        1    0.000    0.000    0.000    0.000 _linprog.py:16(<module>)
        4    0.000    0.000    0.000    0.000 artist.py:779(set_rasterized)
       16    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 legend_handler.py:506(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        5    0.000    0.000    0.000    0.000 fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 <string>:1(DescribeResult)
       24    0.000    0.000    0.000    0.000 arrayprint.py:734(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        4    0.000    0.000    0.000    0.000 tempfile.py:221(_get_candidate_names)
        2    0.000    0.000    0.000    0.000 _abcoll.py:24(_hasattr)
        3    0.000    0.000    0.000    0.000 patches.py:926(set_closed)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:424(rv_frozen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(__init__)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        4    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
        6    0.000    0.000    0.000    0.000 widgets.py:37(__init__)
        1    0.000    0.000    0.000    0.000 interpolate.py:330(interp1d)
        1    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 offsetbox.py:144(OffsetBox)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        2    0.000    0.000    0.000    0.000 index_tricks.py:231(_retval)
        1    0.000    0.000    0.000    0.000 ssl.py:514(SSLSocket)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:219(FigureCanvasQT)
       27    0.000    0.000    0.000    0.000 decimal.py:3810(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1143(currentThread)
       24    0.000    0.000    0.000    0.000 decorator.py:219(<genexpr>)
       24    0.000    0.000    0.000    0.000 ticker.py:302(get_offset)
        3    0.000    0.000    0.000    0.000 sre_parse.py:822(expand_template)
        1    0.000    0.000    0.000    0.000 __init__.py:1393(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(LinregressResult)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 table.py:216(Table)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
       28    0.000    0.000    0.000    0.000 backend_bases.py:3176(set_history_buttons)
        3    0.000    0.000    0.000    0.000 {built-in method setFocus}
        1    0.000    0.000    0.000    0.000 {time.localtime}
        2    0.000    0.000    0.000    0.000 text.py:1184(set_verticalalignment)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 numeric.py:2978(_setdef)
       33    0.000    0.000    0.000    0.000 cm.py:29(_reverser)
        1    0.000    0.000    0.000    0.000 <string>:1(_CVScoreTuple)
       16    0.000    0.000    0.000    0.000 {sys.getrefcount}
        1    0.000    0.000    0.000    0.000 backend_tools.py:33(ToolBase)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        3    0.000    0.000    0.000    0.000 figure.py:1457(add_axobserver)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 randomized_l1.py:371(RandomizedLogisticRegression)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:182(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        3    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.PyCArrayType' objects}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:550(set_window_title)
       11    0.000    0.000    0.000    0.000 {method 'rstrip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 pool.py:130(Pool)
        9    0.000    0.000    0.000    0.000 figure.py:556(set_canvas)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:554(NavigationToolbar2QT)
        4    0.000    0.000    0.000    0.000 six.py:74(_import_module)
       18    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1633(RectangleSelector)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6098(MaskedConstant)
        1    0.000    0.000    0.000    0.000 <string>:1(BinnedStatisticResult)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        8    0.000    0.000    0.000    0.000 ticker.py:287(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.PyCPointerType' objects}
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 <string>:1(CumfreqResult)
        1    0.000    0.000    0.000    0.000 <string>:1(RelfreqResult)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:2659(size)
        1    0.000    0.000    0.000    0.000 quiver.py:227(QuiverKey)
        1    0.000    0.000    0.000    0.000 api.py:30(FFI)
        1    0.000    0.000    0.000    0.000 ticker.py:665(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2664(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        2    0.000    0.000    0.000    0.000 ticker.py:177(get_view_interval)
       26    0.000    0.000    0.000    0.000 pyparsing.py:1514(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.000    0.000 extras.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1703(__init__)
        1    0.000    0.000    0.000    0.000 {posix.getcwdu}
        3    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 core.py:6105(__new__)
        6    0.000    0.000    0.000    0.000 {built-in method width}
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        3    0.000    0.000    0.000    0.000 lines.py:1270(set_mec)
        1    0.000    0.000    0.000    0.000 <string>:1(FlignerResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:266(ParseResults)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 polynomial.py:940(poly1d)
        1    0.000    0.000    0.000    0.000 backend_tools.py:318(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:426(FigureManagerQT)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        2    0.000    0.000    0.000    0.000 mlab.py:3024(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(Popen)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:597(FontProperties)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1162(TimerBase)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3131(__ilshift__)
        1    0.000    0.000    0.000    0.000 <string>:1(NormaltestResult)
        1    0.000    0.000    0.000    0.000 funcsigs.py:444(Signature)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 matfuncs.py:346(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(FriedmanchisquareResult)
        1    0.000    0.000    0.000    0.000 pydoc.py:1027(TextDoc)
        1    0.000    0.000    0.000    0.000 <string>:1(ModeResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Ks_2sampResult)
        1    0.000    0.000    0.000    0.000 <string>:1(HistogramResult)
        1    0.000    0.000    0.000    0.000 memory.py:305(MemorizedFunc)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
        4    0.000    0.000    0.000    0.000 __init__.py:308(wrap)
       12    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 <string>:1(SigmaclipResult)
        1    0.000    0.000    0.000    0.000 extras.py:1365(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2886(__str__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 <string>:1(Anderson_ksampResult)
        3    0.000    0.000    0.000    0.000 text.py:1006(set_horizontalalignment)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        9    0.000    0.000    0.000    0.000 figure.py:414(get_tight_layout)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
